municipio,uf,lat,lon,fonte,score,eco_score,soc_score,env_score,data_completeness,rank
CARMO DE MINAS,MG,-22.08575833,-45.16913611,Solar,0.4582,0.6667,0.1383,0.5,1.0,1
JANUARIA,MG,-15.49278056,-44.39271389,Solar,0.4582,0.6669,0.1378,0.5004,1.0,1
MARIA DA FE,MG,-22.34916667,-45.37722222,Solar,0.4581,0.6667,0.1379,0.5,1.0,1
SACRAMENTO,MG,-19.823604473333333,-47.476239,Solar,0.4581,0.6445,0.1665,0.5011,1.0,1
CAMPESTRE,MG,-21.78226346,-46.150401474999995,Solar,0.458,0.6667,0.1376,0.5001,1.0,1
CENTRALINA,MG,-18.52531057,-49.21532289,Solar,0.458,0.6667,0.1376,0.5,1.0,1
BUENO BRANDAO,MG,-22.572062705,-46.41087938,Solar,0.458,0.6667,0.1375,0.5001,1.0,1
ALEM PARAIBA,MG,-21.904356399999998,-42.74859087,Solar,0.4579,0.6764,0.1096,0.5148,1.0,1
DELFIM MOREIRA,MG,-22.49360887,-45.33001027,Solar,0.4579,0.667,0.1365,0.5004,1.0,1
CAMANDUCAIA,MG,-22.758545515,-46.12270623,Biometano,0.4579,1.0,0.193,0.0001,0.625,1
JACUI,MG,-20.81289209,-46.81055515,Solar,0.4577,0.6667,0.1368,0.5,1.0,1
RAUL SOARES,MG,-20.1033762475,-42.418441135,Solar,0.4573,0.6674,0.1334,0.5011,1.0,1
CONCEICAO DE IPANEMA,MG,-19.98666667,-41.71916667,Solar,0.4571,0.6669,0.1343,0.5003,1.0,1
PIAU,MG,-21.48916667,-43.40222222,Solar,0.457,0.6672,0.133,0.5008,1.0,1
MONTE SANTO DE MINAS,MG,-21.12874184,-47.04093091,Solar,0.4567,0.6667,0.1334,0.5,1.0,1
SAO GONCALO DO ABAETE,MG,-18.203887265,-45.296110221250004,Solar,0.4564,0.666,0.1308,0.5027,1.0,1
DORES DE GUANHAES,MG,-19.048584425,-42.903239705000004,Solar,0.4564,0.6684,0.1276,0.5026,1.0,1
BETIM,MG,-18.30130846333333,-40.477835495,Biometano,0.456,1.0,0.1867,0.0001,0.625,1
FRANCISCO SA,MG,-16.4726483095,-43.566257309,Solar,0.456,0.6696,0.1227,0.5044,1.0,1
CARANGOLA,MG,-20.70180059,-42.06403008,Solar,0.4559,0.6671,0.1294,0.5007,1.0,1
ITACARAMBI,MG,-15.128055555,-44.136666665,Solar,0.4559,0.6669,0.1301,0.5003,1.0,1
NEPOMUCENO,MG,0.0,0.0,Solar,0.4559,0.6667,0.1308,0.5,1.0,1
RIO PRETO,MG,-22.03339237,-43.78258769,Solar,0.4558,0.667,0.1297,0.5005,1.0,1
GOUVEIA,MG,-4.65963541,-10.99134983,Solar,0.4557,0.6668,0.1296,0.5002,1.0,1
BELMIRO BRAGA,MG,-21.9792544,-43.36307658,Solar,0.4556,0.6684,0.1247,0.5027,1.0,1
COQUEIRAL,MG,-21.26611111,-45.42638889,Solar,0.4556,0.6667,0.1299,0.5,1.0,1
POUSO ALEGRE,MG,-19.063538845714284,-39.36956582714286,Biometano,0.4555,1.0,0.1848,0.0002,0.625,1
SANTANA DO DESERTO,MG,-21.96380372,-43.1550628,Solar,0.4555,0.6667,0.1293,0.5001,1.0,1
CARVALHOS,MG,-21.956342735,-44.51615675,Solar,0.4555,0.6667,0.1294,0.5001,1.0,1
ITAU DE MINAS,MG,-20.80722222,-46.70888889,Solar,0.4552,0.6668,0.1281,0.5001,1.0,1
ITABIRITO,MG,-20.234304381999998,-43.82404036,Biometano,0.455,1.0,0.1822,0.001,0.625,1
POCOS DE CALDAS,MG,-21.782359732499998,-46.58448329083333,Solar,0.4548,0.6384,0.1634,0.5015,1.0,1
CANDEIAS,MG,-20.67982119,-45.3636267,Solar,0.4547,0.6667,0.1267,0.5,1.0,1
GUARACIABA,MG,-20.552259395,-42.989883455,Solar,0.4547,0.6672,0.1253,0.5008,1.0,1
SANTA RITA DE JACUTINGA,MG,-22.15958734,-44.10392639,Solar,0.4542,0.6668,0.1245,0.5003,1.0,1
BOM JESUS DO GALHO,MG,-19.82634705,-42.317534466666665,Solar,0.4537,0.6668,0.1233,0.5002,1.0,1
PARA DE MINAS,MG,-19.8481885,-44.62700354375,Biometano,0.4534,1.0,0.1779,0.0001,0.625,1
CONTAGEM,MG,-19.927956560000002,-44.0469396,Biometano,0.4534,1.0,0.1779,0.0,0.625,1
JUIZ DE FORA,MG,-21.68895824304348,-43.34029563304348,Biometano,0.4533,1.0,0.1722,0.0056,0.625,1
ITAUNA,MG,-20.055692895555556,-44.582328814444445,Biometano,0.4529,1.0,0.1758,0.0005,0.625,1
INHAPIM,MG,-19.53593671,-42.12563117,Solar,0.4529,0.6668,0.1203,0.5003,1.0,1
ABADIA DOS DOURADOS,MG,-18.48194444,-47.42722222,Solar,0.4528,0.6667,0.1203,0.5,1.0,1
CARLOS CHAGAS,MG,-17.59509393,-40.98612175,Solar,0.4527,0.6672,0.1186,0.5008,1.0,1
SANTA VITORIA,MG,-19.020778723333333,-50.390700530000004,Biometano,0.4525,1.0,0.1751,0.0,0.625,1
FREI INOCENCIO,MG,-18.59989761,-41.8483167,Solar,0.4522,0.6673,0.1167,0.5009,1.0,1
SAO FRANCISCO DO GLORIA,MG,-20.82687276,-42.326384094999995,Solar,0.4521,0.6668,0.1178,0.5002,1.0,1
INDIANOPOLIS,MG,-18.873724715,-47.97956756,Biometano,0.4518,1.0,0.1364,0.0363,0.625,1
SANTOS DUMONT,MG,-21.485233565,-43.4586823,Solar,0.4517,0.6669,0.1162,0.5003,1.0,1
WENCESLAU BRAZ,MG,-22.54765833,-45.36185,Solar,0.4517,0.6668,0.1165,0.5001,1.0,1
ANTONIO PRADO DE MINAS,MG,-21.02860013,-42.19971953,Solar,0.4514,0.6667,0.1158,0.5,1.0,1
BOM DESPACHO,MG,-19.72434708,-45.2234619875,Biometano,0.4514,1.0,0.1711,0.0001,0.625,1
ACUCENA,MG,-19.00107167,-42.55934727666667,Solar,0.451,0.6711,0.102,0.5066,1.0,1
SANTANA DO JACARE,MG,-20.81871261,-45.06023334,Solar,0.451,0.6667,0.1144,0.5001,1.0,1
BERILO,MG,-16.73805556,-42.57472222,Solar,0.4509,0.6785,0.0806,0.5177,1.0,1
BRAUNAS,MG,-19.16527776,-42.77504028,Solar,0.4509,0.6697,0.1056,0.5045,1.0,1
DIVINOPOLIS,MG,-20.13022497772727,-44.890226421363636,Biometano,0.4506,1.0,0.1674,0.0014,0.625,1
TOMBOS,MG,-20.91452778,-42.02694444,Solar,0.4501,0.6668,0.1112,0.5001,1.0,1
RIO CASCA,MG,-20.27679722,-42.65151944,Solar,0.45,0.6668,0.1107,0.5001,1.0,1
ALVARENGA,MG,-19.43687973,-41.61439138,Solar,0.4499,0.6675,0.1086,0.5012,1.0,1
IBIRACI,MG,-20.32978119,-47.15753796,Solar,0.4498,0.6667,0.1105,0.5,1.0,1
CAMACHO,MG,-20.6320341,-45.23709812,Solar,0.4497,0.6667,0.1101,0.5,1.0,1
IRAI DE MINAS,MG,-19.01022704,-47.545406165,Biometano,0.4492,1.0,0.1641,0.0,0.625,1
SETE LAGOAS,MG,-19.459136214,-44.24706015466666,Biometano,0.4492,1.0,0.164,0.0,0.625,1
GUARANI,MG,-21.34503536,-42.97078418,Solar,0.4491,0.667,0.1072,0.5006,1.0,1
BURITIZEIRO,MG,-17.2387053944086,-45.12671758849462,Eolica,0.449,0.6667,0.1079,0.5,1.0,1
BURITIZEIRO,MG,-17.2387053944086,-45.12671758849462,Solar,0.449,0.6667,0.1079,0.5,1.0,1
PATROCINIO,MG,-18.933629842222224,-46.980938215555554,Biometano,0.4488,1.0,0.1627,0.0,0.625,1
LIBERDADE,MG,-21.997700926666667,-44.385946293333326,Solar,0.4487,0.6667,0.1065,0.5001,1.0,1
IBIRITE,MG,-19.99880206,-44.106382355,Biometano,0.4486,1.0,0.1621,0.0,0.625,1
MIRADOURO,MG,-20.835694445,-42.359305555,Solar,0.4477,0.6667,0.1033,0.5001,1.0,1
SAO JOAO DEL REI,MG,-21.169572074999998,-44.276621875000004,Biometano,0.4472,1.0,0.1574,0.0001,0.625,1
PASSOS,MG,-20.73952376571429,-46.64357226285714,Biometano,0.4467,1.0,0.1545,0.0013,0.625,1
CATALAO,MG,-18.45234934,-47.98477771,Solar,0.4467,0.702,,0.553,0.625,1
JOAO PINHEIRO,MG,-17.53086879285714,-46.71463205571428,Biometano,0.4465,1.0,0.1549,0.0,0.625,1
BERTIOGA,SP,-23.752198364999998,-46.078856834999996,H2 Verde,0.4464,0.6662,0.2162,0.3834,1.0,1
ITUIUTABA,MG,-18.970550012857142,-49.469635247142854,Biometano,0.4463,1.0,0.1542,0.0002,0.625,1
TACIBA,SP,-22.65468656,-51.35708795,H2 Verde,0.4458,0.6857,0.1603,0.4113,1.0,1
FORMIGA,MG,-20.50036708,-45.41510208,Biometano,0.4455,1.0,0.1517,0.0,0.625,1
MONTE MOR,SP,0.0,0.0,H2 Verde,0.4452,0.6667,0.2122,0.3828,1.0,1
SANTO ANTONIO DO MONTE,MG,-20.06787962,-45.24622368,Biometano,0.4451,1.0,0.1505,0.0,0.625,1
CONCEICAO DO PARA,MG,-19.746494849999998,-44.894242725,Biometano,0.4449,1.0,0.1497,0.0001,0.625,1
SABARA,MG,-19.845388506666666,-43.81656491333333,Biometano,0.4445,1.0,0.1481,0.0002,0.625,1
ITAJUBA,MG,-14.939982568333333,-30.294875898333334,Biometano,0.4444,1.0,0.1477,0.0002,0.625,1
BOCAIUVA,MG,-17.561066666666665,-43.76546666666667,Biometano,0.4442,1.0,0.1473,0.0,0.625,1
TEOFILO OTONI,MG,-11.961676296666667,-27.790441543333333,Biometano,0.4441,1.0,0.1468,0.0,0.625,1
BARROSO,MG,-21.158294445,-43.96886528,Biometano,0.4432,1.0,0.1438,0.0001,0.625,1
GUARANESIA,MG,-21.321043425,-46.823556554999996,Biometano,0.4431,1.0,0.1435,0.0,0.625,1
OLHOS-D'AGUA,MG,-17.561991666666668,-43.71887013833333,Biometano,0.4428,1.0,0.1426,0.0,0.625,1
AGUAS DE SANTA BARBARA,SP,-22.87413056,-49.21534167,H2 Verde,0.4421,0.667,0.201,0.3832,1.0,1
SAO ROMAO,MG,-16.355923888,-45.093647222,Biometano,0.4414,1.0,0.1382,0.0,0.625,1
IPATINGA,MG,-19.469929123846153,-42.54766345923077,Biometano,0.4412,1.0,0.1373,0.0,0.625,1
OLIVEIRA,MG,-20.729097545,-44.770424840000004,Biometano,0.4412,1.0,0.1372,0.0003,0.625,1
PASSA QUATRO,MG,-22.38139058333333,-44.942684740000004,Biometano,0.4409,1.0,0.1363,0.0001,0.625,1
SANTA MARIA DE ITABIRA,MG,-19.434810669999997,-43.152767125,Biometano,0.4408,1.0,0.1357,0.0002,0.625,1
CAPITAO ENEAS,MG,-16.079111148333332,-43.655350185,Biometano,0.4407,1.0,0.1356,0.0,0.625,1
ALVINOPOLIS,MG,-20.156862489999998,-42.93111353,Biometano,0.4403,1.0,0.134,0.0001,0.625,1
MIRAI,MG,-21.172438836666668,-42.592755696666664,Biometano,0.4402,1.0,0.134,0.0001,0.625,1
MORRO DO CHAPEU,BA,-11.160771500307693,-41.344217818153844,Solar,0.4402,0.6121,0.1317,0.5197,1.0,1
DELMIRO GOUVEIA,BA,-9.40167063,-38.2037860175,Solar,0.4401,0.6585,,0.5892,0.625,1
PINTOPOLIS,MG,-16.0953083325,-45.6099402775,Biometano,0.4397,1.0,0.1325,0.0,0.625,1
ARCEBURGO,MG,-21.391179898,-46.926690367999996,Biometano,0.4385,1.0,0.1281,0.0003,0.625,1
ANDRADINA,SP,-20.7741349,-51.30561442333334,H2 Verde,0.4383,0.662,0.1599,0.4186,1.0,1
BURITAMA,SP,-21.11121953,-50.215638584999994,H2 Verde,0.4383,0.6729,0.1657,0.3982,1.0,1
VOTORANTIM,SP,-23.61203363,-47.39716291,H2 Verde,0.4381,0.6683,0.184,0.3852,1.0,1
ARACUAI,MG,-16.82190825,-41.97066275,Biometano,0.4377,1.0,0.1256,0.0,0.625,1
SAO PEDRO,SP,-22.64369419,-47.85397611,H2 Verde,0.4376,0.6667,0.1869,0.3828,1.0,1
MATO VERDE,MG,-15.340949167,-42.89470389,Biometano,0.4372,1.0,0.1241,0.0,0.625,1
SAO JOAO DA PONTE,MG,-15.854781817272727,-43.664606059090914,Biometano,0.4369,1.0,0.123,0.0,0.625,1
SANTA FE DO SUL,SP,-20.19277778,-50.90944444,H2 Verde,0.4364,0.6667,0.1831,0.3828,1.0,1
NOVA INDEPENDENCIA,SP,-21.09974416,-51.445173225,H2 Verde,0.4364,0.335,0.2425,0.7655,0.875,1
CAJAMAR,SP,-23.370214323333332,-46.859890416666666,H2 Verde,0.4361,0.3335,0.2434,0.7655,0.875,1
IBITINGA,SP,-21.759167,-48.990556,H2 Verde,0.4359,0.6706,0.1704,0.3886,1.0,1
PIRAPORA DO BOM JESUS,SP,-23.387213135,-47.012298465,H2 Verde,0.4359,0.6681,0.1773,0.3849,1.0,1
GRAO MOGOL,MG,-16.514741973333333,-43.10215412,Biometano,0.4353,1.0,0.1176,0.0001,0.625,1
VERDELANDIA,MG,-15.420824286923079,-43.684321865641024,Biometano,0.4347,1.0,0.1157,0.0,0.625,1
OUROESTE,SP,-19.88260553625,-50.44933456625,H2 Verde,0.4345,0.6513,0.1893,0.3907,1.0,1
AUGUSTO DE LIMA,MG,-18.17305556,-43.975,Biometano,0.4343,1.0,0.1144,0.0,0.625,1
ARATIBA,RS,-27.27671111,-52.38216111,Solar,0.434,0.6706,0.1344,0.4181,1.0,1
CHAVANTES,SP,-23.12795665,-49.73295944,H2 Verde,0.4338,0.6789,0.1395,0.4012,1.0,1
BORACEIA,SP,-22.173269554999997,-48.76585903,H2 Verde,0.4334,0.6698,0.1625,0.3891,1.0,1
LAGOAS,MG,-19.444,-44.338,Solar,0.4334,0.3335,,1.0,0.5,1
LAGOAS,MG,-19.444,-44.338,Eolica,0.4334,0.3335,,1.0,0.5,1
MATIAS CARDOSO,MG,-14.826764581785714,-43.61949295642857,Biometano,0.4325,1.0,0.1084,0.0,0.625,1
LOUVEIRA,SP,-23.08600149,-46.95100413,H2 Verde,0.4325,0.3334,0.2316,0.7655,0.875,1
SOROCABA,SP,-23.52697762909091,-47.47792956,H2 Verde,0.4324,0.3336,0.2309,0.7655,0.875,1
MONTALVANIA,MG,-14.39899444,-44.35994722,Biometano,0.432,1.0,0.1068,0.0,0.625,1
PRESIDENTE JUSCELINO,MG,-18.68161111,-44.10145,Biometano,0.4319,1.0,0.1064,0.0,0.625,1
ESTIVA GERBI,SP,0.0,0.0,H2 Verde,0.4317,0.6667,0.1673,0.3828,1.0,1
PEDRANOPOLIS,SP,-20.195369443333334,-50.04121296333333,H2 Verde,0.4314,0.6693,0.1589,0.3868,1.0,1
SALTO,SP,-23.2024024725,-47.2871354225,H2 Verde,0.4311,0.635,0.2066,0.3839,1.0,1
VOLTA GRANDE,MG,-14.515135813333336,-28.350281516666666,Biometano,0.4311,1.0,0.1037,0.0001,0.625,1
ILHA SOLTEIRA,SP,-20.660435645,-51.33729398166667,H2 Verde,0.4307,0.6742,0.1427,0.3941,1.0,1
LAVRINHAS,SP,-22.555872264999998,-44.82966763,H2 Verde,0.4306,0.6684,0.1588,0.3854,1.0,1
PRAIA GRANDE,SP,-24.01772222,-46.4555,H2 Verde,0.4305,0.3333,0.2251,0.7655,0.875,1
UBARANA,SP,-21.296111,-49.783056,H2 Verde,0.4304,0.6745,0.1407,0.3945,1.0,1
VIRGEM DA LAPA,MG,-16.768936388,-42.206206388,Biometano,0.4304,1.0,0.1012,0.0,0.625,1
SOCORRO,SP,-22.60833333,-46.44166667,H2 Verde,0.4299,0.6667,0.1614,0.3828,1.0,1
CARAGUATATUBA,SP,-23.653592825,-45.468746395,H2 Verde,0.4294,0.3362,0.2176,0.7655,0.875,1
NUPORANGA,SP,-20.66686929,-47.65398253,H2 Verde,0.4292,0.667,0.1582,0.3832,1.0,1
OSASCO,SP,-23.52976688111111,-46.77865632222222,H2 Verde,0.4291,0.3336,0.2202,0.7655,0.875,1
IBIUNA,SP,-24.00875028,-47.26445434,H2 Verde,0.429,0.6677,0.1553,0.3844,1.0,1
DRACENA,SP,-21.459014446666668,-51.589465733333334,H2 Verde,0.429,0.6691,0.1516,0.3864,1.0,1
GUARULHOS,SP,-23.450420428695654,-46.48713198217392,H2 Verde,0.429,0.3341,0.2189,0.7655,0.875,1
JUNDIAI,SP,-23.17822993,-46.92501259,H2 Verde,0.4286,0.3336,0.2184,0.7655,0.875,1
FERNANDO PRESTES,SP,-21.27416667,-48.68972222,H2 Verde,0.428,0.6667,0.1551,0.3828,1.0,1
PIRAJU,SP,-23.17096537,-49.382218595,H2 Verde,0.428,0.6697,0.1466,0.3873,1.0,1
NARANDIBA,SP,-22.279407296666665,-52.858158403333334,H2 Verde,0.4279,0.3372,0.2112,0.7655,0.875,1
GAVIAO PEIXOTO,SP,-21.84694444,-48.48944444,H2 Verde,0.4276,0.6668,0.1533,0.383,1.0,1
GUAIMBE,SP,-21.891292221999997,-49.86981161,H2 Verde,0.4276,0.6711,0.1411,0.3894,1.0,1
CASSIA DOS COQUEIROS,SP,-21.31583333,-47.19916667,H2 Verde,0.4273,0.6667,0.1526,0.3828,1.0,1
JACI,SP,-20.88199986,-49.56999982,H2 Verde,0.4272,0.3334,0.214,0.7655,0.875,1
MENDONCA,SP,-21.152412499999997,-49.611640275,H2 Verde,0.4268,0.3352,0.2102,0.7655,0.875,1
SAO JOSE DO RIO PARDO,SP,-21.605273758333336,-46.874370148333334,H2 Verde,0.4267,0.6686,0.1408,0.39,1.0,1
CACHOEIRA PAULISTA,SP,-22.66831889,-44.99052611,H2 Verde,0.4266,0.6667,0.1502,0.3828,1.0,1
TAQUARIVAI,SP,-23.92000967,-48.68353455,H2 Verde,0.4265,0.3333,0.2118,0.7655,0.875,1
RIBEIRAO PRETO,SP,-21.162057646666668,-47.80569558916667,H2 Verde,0.4265,0.3339,0.2109,0.7655,0.875,1
PILAR DO SUL,SP,-23.830586423333333,-47.66252226333333,H2 Verde,0.4265,0.6668,0.1495,0.383,1.0,1
PARAIBUNA,SP,-23.41,-45.600556,H2 Verde,0.4261,0.6692,0.1415,0.3866,1.0,1
ITAPEVA,SP,-24.07256717,-48.80474426666667,H2 Verde,0.4257,0.6668,0.1467,0.383,1.0,1
PIRACAIA,SP,0.0,0.0,H2 Verde,0.4256,0.6667,0.147,0.3828,1.0,1
ITANHAEM,SP,-24.09157597,-46.609312375,H2 Verde,0.4251,0.3334,0.207,0.7655,0.875,1
BAIXO GUANDU,MG,-19.45714111,-41.09797972,Solar,0.425,0.6764,,0.5147,0.625,1
SAO JOSE DOS CAMPOS,SP,-23.18464143117647,-45.886724967647055,H2 Verde,0.425,0.336,0.2031,0.7655,0.875,1
SENTO SE,BA,-9.886248304259258,-39.52965902203704,Solar,0.4247,0.5884,0.147,0.4841,1.0,1
SAO MIGUEL ARCANJO,SP,-23.995465120000002,-47.94606213666666,H2 Verde,0.4244,0.6667,0.1427,0.3829,1.0,1
PIEDADE,SP,-23.92373204,-47.377649989999995,H2 Verde,0.4244,0.6667,0.1429,0.3828,1.0,1
LUIS EDUARDO MAGALHAES,BA,-12.102085335,-45.878600665,Eolica,0.4244,0.2131,0.297,0.8337,0.875,1
RIBEIRAO BRANCO,SP,-24.16861111,-48.7125,H2 Verde,0.4243,0.6667,0.1424,0.3828,1.0,1
CAJURU,SP,-21.33280747,-47.298229875000004,H2 Verde,0.4243,0.6667,0.1427,0.3828,1.0,1
TAPIRAI,SP,-24.042512605,-47.386063405,H2 Verde,0.4242,0.6687,0.1365,0.3858,1.0,1
IPERO,SP,-23.389721805,-47.619391385,H2 Verde,0.4241,0.3335,0.2034,0.7655,0.875,1
CANDIDO MOTA,SP,-22.91138889,-50.424027775,H2 Verde,0.424,0.6692,0.1348,0.3865,1.0,1
ITABERA,SP,-23.85916669,-49.13861111,H2 Verde,0.4234,0.6667,0.1396,0.3828,1.0,1
SANTO ANDRE,SP,-23.661960673750002,-46.51685208625,H2 Verde,0.4233,0.336,0.1975,0.7655,0.875,1
SAO BERNARDO DO CAMPO,SP,-23.69161273565217,-46.56512304173913,H2 Verde,0.4227,0.334,0.1982,0.7655,0.875,1
LAGOA DOS PATOS,MG,-17.113641944444442,-44.641388444444445,Biometano,0.4227,1.0,0.0755,0.0,0.625,1
TORRINHA,SP,-22.37776817,-48.17416667,H2 Verde,0.4227,0.6667,0.1372,0.3828,1.0,1
SOBRADINHO,BA,-7.9611347299999995,-34.063431195,Solar,0.4226,0.5771,0.1718,0.4672,1.0,1
RANCHARIA,SP,-21.95167443,-50.92912507,H2 Verde,0.4225,0.6667,0.1364,0.3829,1.0,1
JUAZEIRO,BA,-9.514671291530611,-40.14627793397959,Solar,0.4223,0.5665,0.1924,0.46,1.0,1
IGARACU DO TIETE,SP,-22.85416669,-48.925,H2 Verde,0.422,0.6667,0.1349,0.3828,1.0,1
PAULICEIA,SP,-21.30927611,-51.84714,H2 Verde,0.422,0.3343,0.1955,0.7655,0.875,1
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,H2 Verde,0.4219,0.6667,0.1345,0.3828,1.0,1
TREMEMBE,SP,-22.91541667,-45.61358056,H2 Verde,0.4218,0.3335,0.1958,0.7655,0.875,1
SANDOVALINA,SP,-22.544978275,-51.909558865,H2 Verde,0.4218,0.6498,0.1334,0.4061,1.0,1
BARRA DO CHAPEU,SP,-24.48338607,-49.06499596,H2 Verde,0.4217,0.6667,0.134,0.3828,1.0,1
MARAPOAMA,SP,-21.19320283,-49.13722129,H2 Verde,0.4214,0.3336,0.1944,0.7655,0.875,1
TRAMANDAI,RS,-30.07905905,-50.17205613,Solar,0.4213,0.6297,0.2079,0.3568,1.0,1
XANGRI-LA,RS,-29.77275779,-50.08010638,Solar,0.421,0.6286,0.21,0.3551,1.0,1
BRAGANCA PAULISTA,SP,-22.964662219999997,-46.54061092333333,H2 Verde,0.4209,0.3333,0.1932,0.7655,0.875,1
BANANAL,SP,-22.81183955,-44.45159368,H2 Verde,0.4207,0.6667,0.1308,0.3828,1.0,1
SALESOPOLIS,SP,-23.56333333,-45.83638889,H2 Verde,0.4206,0.6667,0.1304,0.3828,1.0,1
CRISTALINA,MG,-16.778138315,-47.406388365,Solar,0.4206,0.6713,,0.507,0.625,1
GENTIO DO OURO,BA,-11.307817170945947,-42.60843793878378,Solar,0.4206,0.586,0.1403,0.4804,1.0,1
TRES LAGOAS,SP,-20.775833,-51.626667,H2 Verde,0.4206,0.7126,,0.4517,0.625,1
ANAURILANDIA,SP,-22.47567361,-52.958685,H2 Verde,0.4203,0.7123,,0.4512,0.625,1
SUMARE,SP,-22.82513437333333,-47.233826533333335,H2 Verde,0.4203,0.3335,0.1906,0.7655,0.875,1
ONDA VERDE,SP,-20.59804967,-49.19000455,H2 Verde,0.4201,0.3336,0.1899,0.7655,0.875,1
PORTO VELHO,RO,-7.581453024736843,-55.56605993210526,H2 Verde,0.42,0.6158,0.1765,0.4025,1.0,1
ESPIRITO SANTO DO PINHAL,SP,-22.268321565,-46.740537425,H2 Verde,0.4199,0.6674,0.1257,0.3839,1.0,1
LAJEADO,RS,0.0,0.0,Solar,0.4198,0.6276,0.2086,0.3537,1.0,1
NOVA ODESSA,SP,-22.78090161,-47.30658399833334,H2 Verde,0.4198,0.3335,0.1892,0.7655,0.875,1
CACONDE,SP,-21.57666667,-46.62416667,H2 Verde,0.4196,0.669,0.1204,0.3863,1.0,1
GUARA,SP,-20.515402502500002,-47.835212655,H2 Verde,0.4194,0.6685,0.1211,0.3856,1.0,1
GUAPIACU,SP,-20.79288582,-49.21579928,H2 Verde,0.4194,0.3335,0.1879,0.7655,0.875,1
ITAQUAQUECETUBA,SP,-23.45960104,-46.3414020875,H2 Verde,0.419,0.3334,0.1865,0.7655,0.875,1
ITAPEVI,SP,-23.541915715000002,-46.9580689,H2 Verde,0.4189,0.3334,0.1862,0.7655,0.875,1
PEDREIRA,SP,-22.76780959,-46.904321759999995,H2 Verde,0.4188,0.6485,0.1481,0.3833,1.0,1
POTIRENDABA,SP,-21.074067385,-49.339738249999996,H2 Verde,0.4186,0.3345,0.1838,0.7655,0.875,1
MERIDIANO,SP,-20.35411,-50.18183194,H2 Verde,0.4183,0.336,0.1808,0.7655,0.875,1
MUCURI,MG,-17.89615334,-40.20182371,Solar,0.4182,0.6684,,0.5027,0.625,1
BENTO GONCALVES,RS,-29.111261316666667,-51.53244263166667,Solar,0.4181,0.6335,0.185,0.364,1.0,1
OSORIO,RS,-29.97200006916667,-50.3228642,Solar,0.4181,0.637,0.1765,0.3678,1.0,1
JUQUITIBA,SP,-23.938019825,-47.105721015,H2 Verde,0.4177,0.662,0.1256,0.3841,1.0,1
CONCHAS,SP,0.0,0.0,H2 Verde,0.4176,0.6667,0.1203,0.3828,1.0,1
VISTA ALEGRE DO ALTO,SP,-21.18146967,-48.64470455,H2 Verde,0.4174,0.3349,0.1791,0.7655,0.875,1
MINEIROS DO TIETE,SP,-22.40924722,-48.44721944,H2 Verde,0.4174,0.6667,0.1195,0.3828,1.0,1
RIBEIRA,SP,-24.59722222,-49.135,H2 Verde,0.4174,0.6668,0.1192,0.3829,1.0,1
ARAPEI,SP,-22.7032375,-44.46364972,H2 Verde,0.4174,0.6667,0.1198,0.3828,1.0,1
CANELA,RS,-29.33072475,-50.69094611,Solar,0.4173,0.6293,0.1957,0.3562,1.0,1
COMENDADOR LEVY GASPARIAN,MG,-22.007083335,-43.294722225,Solar,0.4171,0.6672,,0.5008,0.625,1
TAUBATE,SP,-23.033717373,-45.552655785,H2 Verde,0.4171,0.3334,0.1802,0.7655,0.875,1
TERRA ROXA,SP,-20.74416667,-48.4125,H2 Verde,0.4171,0.6667,0.1185,0.3828,1.0,1
ARUJA,SP,-23.39582694,-46.32049,H2 Verde,0.417,0.3333,0.18,0.7655,0.875,1
BAURU,SP,-22.318372312727274,-49.072327050000005,H2 Verde,0.4169,0.3335,0.1795,0.7655,0.875,1
TATUI,SP,-23.344101785,-47.861076839999996,H2 Verde,0.4169,0.3335,0.1795,0.7655,0.875,1
PASSA-VINTE,MG,-22.18035945,-44.27777722,Solar,0.4167,0.6667,,0.5001,0.625,1
MIRACATU,SP,-24.08132336,-47.47732805,H2 Verde,0.4166,0.6688,0.111,0.386,1.0,1
ARTUR NOGUEIRA,SP,-22.58601944,-47.157775,H2 Verde,0.4165,0.3333,0.1783,0.7655,0.875,1
CORDEIROPOLIS,SP,-22.4838209475,-47.435327405,H2 Verde,0.4164,0.3335,0.1778,0.7655,0.875,1
FRANCA,SP,-20.55149258,-47.411360335,H2 Verde,0.4163,0.3334,0.1777,0.7655,0.875,1
ITAJOBI,SP,-21.30539781,-49.04313591,H2 Verde,0.4163,0.3334,0.1774,0.7655,0.875,1
TABOAO DA SERRA,SP,-23.612769855714284,-46.765937982857146,H2 Verde,0.4163,0.3335,0.1774,0.7655,0.875,1
PORTO FELIZ,SP,-23.21210416,-47.57555169,H2 Verde,0.4162,0.3336,0.177,0.7655,0.875,1
QUEIROZ,SP,-21.85030967,-50.24723455,H2 Verde,0.4162,0.3347,0.1757,0.7655,0.875,1
ITATINGA,SP,-23.02828669,-48.672208510000004,H2 Verde,0.4161,0.6394,0.1516,0.3828,1.0,1
BOTUCATU,SP,-22.92220926,-48.46533333,H2 Verde,0.4161,0.3334,0.177,0.7655,0.875,1
TARUMA,SP,-22.756662943333335,-50.582987126666666,H2 Verde,0.4159,0.3347,0.1746,0.7655,0.875,1
JUQUIA,SP,-24.126173265,-47.633962365,H2 Verde,0.4156,0.6685,0.1084,0.3855,1.0,1
