municipio,uf,lat,lon,fonte,score,eco_score,soc_score,env_score,rank
CAJURU,SP,-21.33280747,-47.298229875000004,Eolica,0.2074,0.2313,0.0002,0.3828,4
CAJURU,SP,-21.33280747,-47.298229875000004,Biometano,0.1676,0.2312,0.0002,0.2501,5
CALDAS,MG,-21.86562663,-46.36538868,Solar,0.4167,0.6667,0.0001,0.5,1
CALDAS,MG,-21.86562663,-46.36538868,H2 Verde,0.3669,0.5421,0.0001,0.5,2
CALDAS,MG,-21.86562663,-46.36538868,Biomassa,0.2919,0.5421,0.0001,0.25,3
CALDAS,MG,-21.86562663,-46.36538868,Eolica,0.2834,0.3333,0.0001,0.5,4
CALDAS,MG,-21.86562663,-46.36538868,Biometano,0.2084,0.3333,0.0001,0.25,5
CALDAS NOVAS,GO,-17.866457905,-48.57764535,Solar,0.2611,0.4431,0.1252,0.1544,1
CALDAS NOVAS,GO,-17.866457905,-48.57764535,H2 Verde,0.2561,0.4306,0.1252,0.1544,2
CALDAS NOVAS,GO,-17.866457905,-48.57764535,Biomassa,0.1963,0.1969,0.1252,0.2667,3
CALDAS NOVAS,GO,-17.866457905,-48.57764535,Biometano,0.1572,0.0991,0.1252,0.2667,4
CALDAS NOVAS,GO,-17.866457905,-48.57764535,Eolica,0.128,0.1102,0.1252,0.1544,5
CALDEIRAO GRANDE DO PIAUI,PI,-7.389651259565217,-40.626540309130434,Solar,0.2793,0.4612,0.127,0.189,1
CALDEIRAO GRANDE DO PIAUI,PI,-7.389651259565217,-40.626540309130434,H2 Verde,0.2534,0.3965,0.127,0.189,2
CALDEIRAO GRANDE DO PIAUI,PI,-7.389651259565217,-40.626540309130434,Biomassa,0.1905,0.1713,0.127,0.2797,3
CALDEIRAO GRANDE DO PIAUI,PI,-7.389651259565217,-40.626540309130434,Biometano,0.1652,0.1081,0.127,0.2797,4
CALDEIRAO GRANDE DO PIAUI,PI,-7.389651259565217,-40.626540309130434,Eolica,0.1465,0.1293,0.127,0.189,5
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Biomassa,0.2277,0.3809,0.0011,0.25,1
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Solar,0.2141,0.2216,0.0011,0.4168,2
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Eolica,0.2141,0.2216,0.0011,0.4168,2
CAMACARI,BA,-12.631590446153846,-38.279039884615386,H2 Verde,0.1937,0.1707,0.0011,0.4168,3
CAMACARI,BA,-12.631590446153846,-38.279039884615386,Biometano,0.1594,0.2102,0.0011,0.25,4
CAMACHO,MG,-20.6320341,-45.23709812,Solar,0.4167,0.6667,0.0001,0.5,1
CAMACHO,MG,-20.6320341,-45.23709812,H2 Verde,0.3669,0.5421,0.0001,0.5,2
CAMACHO,MG,-20.6320341,-45.23709812,Biomassa,0.2919,0.5421,0.0001,0.25,3
CAMACHO,MG,-20.6320341,-45.23709812,Eolica,0.2834,0.3334,0.0001,0.5,4
CAMACHO,MG,-20.6320341,-45.23709812,Biometano,0.2084,0.3333,0.0001,0.25,5
CAMANDUCAIA,MG,-22.758545515,-46.12270623,Solar,0.3964,0.5221,0.1252,0.5001,1
CAMANDUCAIA,MG,-22.758545515,-46.12270623,H2 Verde,0.3466,0.3975,0.1252,0.5001,2
CAMANDUCAIA,MG,-22.758545515,-46.12270623,Biomassa,0.3294,0.5421,0.1252,0.2501,3
CAMANDUCAIA,MG,-22.758545515,-46.12270623,Eolica,0.3209,0.3334,0.1252,0.5001,4
CAMANDUCAIA,MG,-22.758545515,-46.12270623,Biometano,0.2459,0.3333,0.1252,0.2501,5
CAMAQUA,RS,-30.85664277,-51.77828833,Biomassa,0.255,0.45,0.0001,0.25,1
CAMAQUA,RS,-30.85664277,-51.77828833,Solar,0.2239,0.2944,0.0001,0.3537,2
CAMAQUA,RS,-30.85664277,-51.77828833,Eolica,0.2239,0.2944,0.0001,0.3537,2
CAMAQUA,RS,-30.85664277,-51.77828833,Biometano,0.1927,0.2943,0.0001,0.25,3
CAMAQUA,RS,-30.85664277,-51.77828833,H2 Verde,0.1684,0.1557,0.0001,0.3537,4
CAMARAGIBE,PE,-7.96091389,-35.00984719,Solar,0.1962,0.4144,0.0001,0.1012,1
CAMARAGIBE,PE,-7.96091389,-35.00984719,H2 Verde,0.1875,0.3929,0.0001,0.1012,2
CAMARAGIBE,PE,-7.96091389,-35.00984719,Biomassa,0.1313,0.1406,0.0001,0.25,3
CAMARAGIBE,PE,-7.96091389,-35.00984719,Biometano,0.1075,0.0811,0.0001,0.25,4
CAMARAGIBE,PE,-7.96091389,-35.00984719,Eolica,0.0628,0.0811,0.0001,0.1012,5
CAMARGO,RS,-28.593067599999998,-52.215516885,Biomassa,0.2925,0.4499,0.1252,0.25,1
CAMARGO,RS,-28.593067599999998,-52.215516885,Solar,0.2833,0.3492,0.1252,0.3537,2
CAMARGO,RS,-28.593067599999998,-52.215516885,Eolica,0.2614,0.2943,0.1252,0.3537,3
CAMARGO,RS,-28.593067599999998,-52.215516885,Biometano,0.2303,0.2943,0.1252,0.25,4
CAMARGO,RS,-28.593067599999998,-52.215516885,H2 Verde,0.2279,0.2105,0.1252,0.3537,5
CAMBARA,SP,-22.90389936,-49.99798631,H2 Verde,0.3834,0.6689,0.0001,0.386,1
CAMBARA,SP,-22.90389936,-49.99798631,Solar,0.3425,0.5668,0.0001,0.386,2
CAMBARA,SP,-22.90389936,-49.99798631,Biomassa,0.3027,0.5668,0.0001,0.2533,3
CAMBARA,SP,-22.90389936,-49.99798631,Eolica,0.2092,0.2334,0.0001,0.386,4
CAMBARA,SP,-22.90389936,-49.99798631,Biometano,0.1685,0.2312,0.0001,0.2533,5
CAMBARA DO SUL,RS,-29.2062575,-50.23941028,Biomassa,0.255,0.4499,0.0,0.25,1
CAMBARA DO SUL,RS,-29.2062575,-50.23941028,Eolica,0.2253,0.298,0.0,0.3537,2
CAMBARA DO SUL,RS,-29.2062575,-50.23941028,Solar,0.2238,0.2943,0.0,0.3537,3
CAMBARA DO SUL,RS,-29.2062575,-50.23941028,Biometano,0.1927,0.2943,0.0,0.25,4
CAMBARA DO SUL,RS,-29.2062575,-50.23941028,H2 Verde,0.1684,0.1556,0.0,0.3537,5
CAMBE,PR,-15.583984053333333,-34.24826293666667,Biomassa,0.225,0.2811,0.1253,0.25,1
CAMBE,PR,-15.583984053333333,-34.24826293666667,Solar,0.2044,0.262,0.1253,0.2069,2
CAMBE,PR,-15.583984053333333,-34.24826293666667,Biometano,0.1847,0.1802,0.1253,0.25,3
CAMBE,PR,-15.583984053333333,-34.24826293666667,H2 Verde,0.1727,0.1827,0.1253,0.2069,4
CAMBE,PR,-15.583984053333333,-34.24826293666667,Eolica,0.1717,0.1802,0.1253,0.2069,5
CAMBORIU,SC,-26.99711662,-48.65535039,Biomassa,0.1779,0.2571,0.0001,0.25,1
CAMBORIU,SC,-26.99711662,-48.65535039,Biometano,0.1303,0.1381,0.0001,0.25,2
CAMBORIU,SC,-26.99711662,-48.65535039,Solar,0.1118,0.1381,0.0001,0.1884,3
CAMBORIU,SC,-26.99711662,-48.65535039,Eolica,0.1118,0.1381,0.0001,0.1884,3
CAMBORIU,SC,-26.99711662,-48.65535039,H2 Verde,0.1041,0.119,0.0001,0.1884,4
CAMBUI,MG,-11.28125,-23.044166665,Solar,0.4543,0.6667,0.1252,0.5001,1
CAMBUI,MG,-11.28125,-23.044166665,H2 Verde,0.4044,0.5421,0.1252,0.5001,2
CAMBUI,MG,-11.28125,-23.044166665,Biomassa,0.3294,0.5421,0.1252,0.2501,3
CAMBUI,MG,-11.28125,-23.044166665,Eolica,0.3209,0.3334,0.1252,0.5001,4
CAMBUI,MG,-11.28125,-23.044166665,Biometano,0.2459,0.3333,0.1252,0.2501,5
CAMOCIM,CE,-2.90509733,-41.03924765,H2 Verde,0.2387,0.4568,0.0001,0.1865,1
CAMOCIM,CE,-2.90509733,-41.03924765,Solar,0.2374,0.4536,0.0001,0.1865,2
CAMOCIM,CE,-2.90509733,-41.03924765,Biomassa,0.1727,0.2406,0.0001,0.2547,3
CAMOCIM,CE,-2.90509733,-41.03924765,Biometano,0.1233,0.1171,0.0001,0.2547,4
CAMOCIM,CE,-2.90509733,-41.03924765,Eolica,0.1041,0.1202,0.0001,0.1865,5
CAMPANHA,MG,-21.92413136,-45.47101121,Solar,0.4167,0.6667,0.0001,0.5001,1
CAMPANHA,MG,-21.92413136,-45.47101121,H2 Verde,0.3669,0.5421,0.0001,0.5001,2
CAMPANHA,MG,-21.92413136,-45.47101121,Biomassa,0.2919,0.5421,0.0001,0.2501,3
CAMPANHA,MG,-21.92413136,-45.47101121,Eolica,0.2834,0.3334,0.0001,0.5001,4
CAMPANHA,MG,-21.92413136,-45.47101121,Biometano,0.2084,0.3333,0.0001,0.2501,5
CAMPESTRE,MG,-21.78226346,-46.150401474999995,Solar,0.4168,0.6667,0.0002,0.5001,1
CAMPESTRE,MG,-21.78226346,-46.150401474999995,H2 Verde,0.3669,0.5421,0.0002,0.5001,2
CAMPESTRE,MG,-21.78226346,-46.150401474999995,Biomassa,0.2919,0.5421,0.0002,0.2501,3
CAMPESTRE,MG,-21.78226346,-46.150401474999995,Eolica,0.2834,0.3334,0.0002,0.5001,4
CAMPESTRE,MG,-21.78226346,-46.150401474999995,Biometano,0.2084,0.3333,0.0002,0.2501,5
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,Solar,0.3572,0.6277,0.0001,0.3538,1
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,H2 Verde,0.3018,0.489,0.0001,0.3538,2
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,Biomassa,0.255,0.45,0.0001,0.2501,3
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,Eolica,0.2239,0.2944,0.0001,0.3538,4
CAMPESTRE DA SERRA,RS,-28.60714114,-51.21940149,Biometano,0.1928,0.2943,0.0001,0.2501,5
CAMPESTRE DE GOIAS,GO,-14.297848412857144,-42.609917855714286,Solar,0.2143,0.4324,0.0001,0.1378,1
CAMPESTRE DE GOIAS,GO,-14.297848412857144,-42.609917855714286,H2 Verde,0.2094,0.42,0.0001,0.1378,2
CAMPESTRE DE GOIAS,GO,-14.297848412857144,-42.609917855714286,Biomassa,0.1493,0.1857,0.0001,0.25,3
CAMPESTRE DE GOIAS,GO,-14.297848412857144,-42.609917855714286,Biometano,0.1147,0.0991,0.0001,0.25,4
CAMPESTRE DE GOIAS,GO,-14.297848412857144,-42.609917855714286,Eolica,0.0889,0.1188,0.0001,0.1378,5
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,Solar,0.3572,0.6277,0.0001,0.3537,1
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,H2 Verde,0.3017,0.489,0.0001,0.3537,2
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,Biomassa,0.255,0.4499,0.0001,0.25,3
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,Eolica,0.2239,0.2943,0.0001,0.3537,4
CAMPINA DAS MISSOES,RS,-28.02309998,-54.8353661,Biometano,0.1928,0.2943,0.0001,0.25,5
CAMPINA DO SIMAO,PR,-24.99778675,-51.83485646,Solar,0.2675,0.5135,0.0001,0.2069,1
CAMPINA DO SIMAO,PR,-24.99778675,-51.83485646,H2 Verde,0.2358,0.4343,0.0001,0.2069,2
CAMPINA DO SIMAO,PR,-24.99778675,-51.83485646,Biomassa,0.1875,0.2811,0.0001,0.25,3
CAMPINA DO SIMAO,PR,-24.99778675,-51.83485646,Biometano,0.1471,0.1802,0.0001,0.25,4
CAMPINA DO SIMAO,PR,-24.99778675,-51.83485646,Eolica,0.1342,0.1802,0.0001,0.2069,5
CAMPINA GRANDE,PB,-7.31094610923077,-36.03027304153846,Biomassa,0.1391,0.0665,0.1251,0.25,1
CAMPINA GRANDE,PB,-7.31094610923077,-36.03027304153846,Biometano,0.1305,0.045,0.1251,0.25,2
CAMPINA GRANDE,PB,-7.31094610923077,-36.03027304153846,Eolica,0.0892,0.0919,0.1251,0.0496,3
CAMPINA GRANDE,PB,-7.31094610923077,-36.03027304153846,Solar,0.0724,0.0501,0.1251,0.0496,4
CAMPINA GRANDE,PB,-7.31094610923077,-36.03027304153846,H2 Verde,0.061,0.0215,0.1251,0.0496,5
CAMPINAPOLIS,MT,-13.85209361,-53.25631111,Solar,0.2092,0.3973,0.0001,0.1676,1
CAMPINAPOLIS,MT,-13.85209361,-53.25631111,H2 Verde,0.1951,0.3619,0.0001,0.1676,2
CAMPINAPOLIS,MT,-13.85209361,-53.25631111,Biomassa,0.1121,0.0916,0.0001,0.2513,3
CAMPINAPOLIS,MT,-13.85209361,-53.25631111,Biometano,0.1006,0.0631,0.0001,0.2513,4
CAMPINAPOLIS,MT,-13.85209361,-53.25631111,Eolica,0.0759,0.0639,0.0001,0.1676,5
CAMPINAS,SP,-22.911059404230766,-47.07782548769231,Biomassa,0.3771,0.5658,0.2523,0.2503,1
CAMPINAS,SP,-22.911059404230766,-47.07782548769231,H2 Verde,0.3431,0.3812,0.2523,0.383,2
CAMPINAS,SP,-22.911059404230766,-47.07782548769231,Solar,0.3022,0.2791,0.2523,0.383,3
CAMPINAS,SP,-22.911059404230766,-47.07782548769231,Eolica,0.2836,0.2324,0.2523,0.383,4
CAMPINAS,SP,-22.911059404230766,-47.07782548769231,Biometano,0.2433,0.2312,0.2523,0.2503,5
CAMPO ALEGRE DE LOURDES,BA,0.0,0.0,Solar,0.3425,0.5435,0.0001,0.4168,1
CAMPO ALEGRE DE LOURDES,BA,0.0,0.0,H2 Verde,0.3221,0.4926,0.0001,0.4168,2
CAMPO ALEGRE DE LOURDES,BA,0.0,0.0,Biomassa,0.2228,0.3695,0.0001,0.25,3
CAMPO ALEGRE DE LOURDES,BA,0.0,0.0,Eolica,0.2092,0.2102,0.0001,0.4168,4
CAMPO ALEGRE DE LOURDES,BA,0.0,0.0,Biometano,0.1591,0.2102,0.0001,0.25,5
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Biomassa,0.2919,0.5421,0.0002,0.25,1
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Solar,0.2834,0.3334,0.0002,0.5,2
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Eolica,0.2834,0.3334,0.0002,0.5,2
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,H2 Verde,0.2336,0.2087,0.0002,0.5,3
CAMPO BELO,MG,-20.895583334999998,-45.269722220000006,Biometano,0.2084,0.3333,0.0002,0.25,4
CAMPO BELO DO SUL,SC,-27.7387299,-50.64619244,Solar,0.2832,0.4721,0.1252,0.1893,1
CAMPO BELO DO SUL,SC,-27.7387299,-50.64619244,H2 Verde,0.2755,0.4529,0.1252,0.1893,2
CAMPO BELO DO SUL,SC,-27.7387299,-50.64619244,Biomassa,0.2159,0.2577,0.1252,0.2509,3
CAMPO BELO DO SUL,SC,-27.7387299,-50.64619244,Biometano,0.1681,0.1381,0.1252,0.2509,4
CAMPO BELO DO SUL,SC,-27.7387299,-50.64619244,Eolica,0.1498,0.1387,0.1252,0.1893,5
CAMPO BOM,RS,-22.259088769999998,-38.30040752,Solar,0.3085,0.412,0.1254,0.3537,1
CAMPO BOM,RS,-22.259088769999998,-38.30040752,Biomassa,0.2926,0.45,0.1254,0.25,2
CAMPO BOM,RS,-22.259088769999998,-38.30040752,Eolica,0.2615,0.2944,0.1254,0.3537,3
CAMPO BOM,RS,-22.259088769999998,-38.30040752,H2 Verde,0.2531,0.2733,0.1254,0.3537,4
CAMPO BOM,RS,-22.259088769999998,-38.30040752,Biometano,0.2303,0.2943,0.1254,0.25,5
CAMPO ERE,SC,-26.40484533,-53.273322056666665,Solar,0.2452,0.4715,0.0003,0.1884,1
CAMPO ERE,SC,-26.40484533,-53.273322056666665,H2 Verde,0.2376,0.4523,0.0003,0.1884,2
CAMPO ERE,SC,-26.40484533,-53.273322056666665,Biomassa,0.178,0.2572,0.0003,0.2501,3
CAMPO ERE,SC,-26.40484533,-53.273322056666665,Biometano,0.1304,0.1381,0.0003,0.2501,4
CAMPO ERE,SC,-26.40484533,-53.273322056666665,Eolica,0.1119,0.1382,0.0003,0.1884,5
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Biomassa,0.2926,0.5438,0.0002,0.25,1
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Solar,0.2841,0.3351,0.0002,0.5,2
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Eolica,0.2841,0.3351,0.0002,0.5,2
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,H2 Verde,0.2343,0.2105,0.0002,0.5,3
CAMPO FLORIDO,MG,-19.809037595,-48.727535415,Biometano,0.2084,0.3333,0.0002,0.25,4
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,Solar,0.3654,0.5698,0.0023,0.4562,1
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,H2 Verde,0.3451,0.5188,0.0023,0.4562,2
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,Biomassa,0.2458,0.3957,0.0023,0.2893,3
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,Eolica,0.2364,0.2471,0.0023,0.4562,4
CAMPO FORMOSO,BA,-10.293860170344828,-40.69919017689655,Biometano,0.1716,0.2102,0.0023,0.2893,5
CAMPO GRANDE,MS,-16.23704289894737,-50.953859188421056,Biomassa,0.2028,0.1312,0.2511,0.25,1
CAMPO GRANDE,MS,-16.23704289894737,-50.953859188421056,Biometano,0.1852,0.0871,0.2511,0.25,2
CAMPO GRANDE,MS,-16.23704289894737,-50.953859188421056,Eolica,0.1645,0.1293,0.2511,0.1248,3
CAMPO GRANDE,MS,-16.23704289894737,-50.953859188421056,Solar,0.1503,0.0938,0.2511,0.1248,4
CAMPO GRANDE,MS,-16.23704289894737,-50.953859188421056,H2 Verde,0.1308,0.0452,0.2511,0.1248,5
CAMPO LARGO,PR,-25.303777,-49.565066215,Solar,0.3051,0.5136,0.1252,0.2071,1
CAMPO LARGO,PR,-25.303777,-49.565066215,H2 Verde,0.2734,0.4344,0.1252,0.2071,2
CAMPO LARGO,PR,-25.303777,-49.565066215,Biomassa,0.2251,0.2812,0.1252,0.2502,3
CAMPO LARGO,PR,-25.303777,-49.565066215,Biometano,0.1847,0.1802,0.1252,0.2502,4
CAMPO LARGO,PR,-25.303777,-49.565066215,Eolica,0.1723,0.1815,0.1252,0.2071,5
CAMPO LIMPO PAULISTA,SP,-11.604027775,-23.38888889,Biomassa,0.3384,0.5647,0.1252,0.25,1
CAMPO LIMPO PAULISTA,SP,-11.604027775,-23.38888889,H2 Verde,0.2882,0.3396,0.1252,0.3828,2
CAMPO LIMPO PAULISTA,SP,-11.604027775,-23.38888889,Solar,0.2474,0.2375,0.1252,0.3828,3
CAMPO LIMPO PAULISTA,SP,-11.604027775,-23.38888889,Eolica,0.2449,0.2314,0.1252,0.3828,4
CAMPO LIMPO PAULISTA,SP,-11.604027775,-23.38888889,Biometano,0.205,0.2312,0.1252,0.25,5
CAMPO MAIOR,PI,-4.7216690329629625,-42.04143991814814,Biomassa,0.1356,0.1515,0.0,0.25,1
CAMPO MAIOR,PI,-4.7216690329629625,-42.04143991814814,Eolica,0.1262,0.1959,0.0,0.1593,2
CAMPO MAIOR,PI,-4.7216690329629625,-42.04143991814814,Biometano,0.1182,0.1081,0.0,0.25,3
CAMPO MAIOR,PI,-4.7216690329629625,-42.04143991814814,Solar,0.091,0.1081,0.0,0.1593,4
CAMPO MAIOR,PI,-4.7216690329629625,-42.04143991814814,H2 Verde,0.0652,0.0434,0.0,0.1593,5
CAMPO MOURAO,PR,-24.068643433333335,-52.32362378,Solar,0.3431,0.5142,0.2503,0.208,1
CAMPO MOURAO,PR,-24.068643433333335,-52.32362378,H2 Verde,0.3114,0.435,0.2503,0.208,2
CAMPO MOURAO,PR,-24.068643433333335,-52.32362378,Biomassa,0.2631,0.2818,0.2503,0.251,3
CAMPO MOURAO,PR,-24.068643433333335,-52.32362378,Biometano,0.2225,0.1802,0.2503,0.251,4
CAMPO MOURAO,PR,-24.068643433333335,-52.32362378,Eolica,0.2098,0.1809,0.2503,0.208,5
CAMPO NOVO,RS,-27.67353385,-53.78742708,Solar,0.3949,0.6279,0.1252,0.3541,1
CAMPO NOVO,RS,-27.67353385,-53.78742708,H2 Verde,0.3395,0.4892,0.1252,0.3541,2
CAMPO NOVO,RS,-27.67353385,-53.78742708,Biomassa,0.2927,0.4502,0.1252,0.2504,3
CAMPO NOVO,RS,-27.67353385,-53.78742708,Eolica,0.2616,0.2946,0.1252,0.3541,4
CAMPO NOVO,RS,-27.67353385,-53.78742708,Biometano,0.2304,0.2943,0.1252,0.2504,5
CAMPO NOVO DO PARECIS,MT,-11.063338946363636,-47.246023582727275,Solar,0.2876,0.3099,0.3759,0.1697,1
CAMPO NOVO DO PARECIS,MT,-11.063338946363636,-47.246023582727275,H2 Verde,0.2735,0.2745,0.3759,0.1697,2
CAMPO NOVO DO PARECIS,MT,-11.063338946363636,-47.246023582727275,Biomassa,0.2263,0.0938,0.3759,0.2533,3
CAMPO NOVO DO PARECIS,MT,-11.063338946363636,-47.246023582727275,Biometano,0.214,0.0631,0.3759,0.2533,4
CAMPO NOVO DO PARECIS,MT,-11.063338946363636,-47.246023582727275,Eolica,0.1905,0.0672,0.3759,0.1697,5
CAMPO REDONDO,RN,-6.276388746,-36.297092096,H2 Verde,0.2109,0.4151,0.0004,0.1493,1
CAMPO REDONDO,RN,-6.276388746,-36.297092096,Solar,0.2072,0.4057,0.0004,0.1493,2
CAMPO REDONDO,RN,-6.276388746,-36.297092096,Biomassa,0.1372,0.1448,0.0004,0.264,3
CAMPO REDONDO,RN,-6.276388746,-36.297092096,Biometano,0.1046,0.0631,0.0004,0.264,4
CAMPO REDONDO,RN,-6.276388746,-36.297092096,Eolica,0.0739,0.0724,0.0004,0.1493,5
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Biomassa,0.2919,0.5421,0.0001,0.25,1
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Solar,0.2834,0.3333,0.0001,0.5,2
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Eolica,0.2834,0.3333,0.0001,0.5,2
CAMPOS ALTOS,MG,-19.69889611,-46.17371,H2 Verde,0.2335,0.2087,0.0001,0.5,3
CAMPOS ALTOS,MG,-19.69889611,-46.17371,Biometano,0.2084,0.3333,0.0001,0.25,4
CAMPOS DE JULIO,MT,-13.333655752857142,-59.09857690928572,Solar,0.29,0.4037,0.2511,0.1773,1
CAMPOS DE JULIO,MT,-13.333655752857142,-59.09857690928572,H2 Verde,0.2758,0.3683,0.2511,0.1773,2
CAMPOS DE JULIO,MT,-13.333655752857142,-59.09857690928572,Biomassa,0.1928,0.098,0.2511,0.261,3
CAMPOS DE JULIO,MT,-13.333655752857142,-59.09857690928572,Biometano,0.1788,0.0631,0.2511,0.261,4
CAMPOS DE JULIO,MT,-13.333655752857142,-59.09857690928572,Eolica,0.1574,0.0721,0.2511,0.1773,5
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,H2 Verde,0.3815,0.6667,0.0001,0.3828,1
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,Solar,0.3407,0.5646,0.0001,0.3828,2
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,Biomassa,0.3009,0.5646,0.0001,0.25,3
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,Eolica,0.2074,0.2312,0.0001,0.3828,4
CAMPOS DO JORDAO,SP,-22.63194792,-45.48780925,Biometano,0.1675,0.2312,0.0001,0.25,5
CAMPOS DOS GOYTACAZES,RJ,-21.727614198571427,-41.33299136857143,Biomassa,0.1463,0.1779,0.0006,0.25,1
CAMPOS DOS GOYTACAZES,RJ,-21.727614198571427,-41.33299136857143,Biometano,0.1016,0.0661,0.0006,0.25,2
CAMPOS DOS GOYTACAZES,RJ,-21.727614198571427,-41.33299136857143,H2 Verde,0.0759,0.1118,0.0006,0.1032,3
CAMPOS DOS GOYTACAZES,RJ,-21.727614198571427,-41.33299136857143,Solar,0.0582,0.0676,0.0006,0.1032,4
CAMPOS DOS GOYTACAZES,RJ,-21.727614198571427,-41.33299136857143,Eolica,0.0582,0.0676,0.0006,0.1032,4
CAMPOS NOVOS,SC,-25.178058488333335,-47.08258083416666,Biometano,0.3778,0.473,0.3761,0.2525,1
CAMPOS NOVOS,SC,-25.178058488333335,-47.08258083416666,Solar,0.3502,0.4503,0.3761,0.1909,2
CAMPOS NOVOS,SC,-25.178058488333335,-47.08258083416666,H2 Verde,0.3426,0.4312,0.3761,0.1909,3
CAMPOS NOVOS,SC,-25.178058488333335,-47.08258083416666,Biomassa,0.2922,0.2589,0.3761,0.2525,4
CAMPOS NOVOS,SC,-25.178058488333335,-47.08258083416666,Eolica,0.2261,0.14,0.3761,0.1909,5
CAMUTANGA,PE,-7.41761966,-35.24413455,Biomassa,0.1316,0.1415,0.0001,0.25,1
CAMUTANGA,PE,-7.41761966,-35.24413455,Biometano,0.1075,0.0811,0.0001,0.25,2
CAMUTANGA,PE,-7.41761966,-35.24413455,Solar,0.0632,0.082,0.0001,0.1012,3
CAMUTANGA,PE,-7.41761966,-35.24413455,Eolica,0.0632,0.082,0.0001,0.1012,3
CAMUTANGA,PE,-7.41761966,-35.24413455,H2 Verde,0.0546,0.0604,0.0001,0.1012,4
CANAA,MG,-20.703395685,-42.66819542,Solar,0.4167,0.6667,0.0002,0.5,1
CANAA,MG,-20.703395685,-42.66819542,H2 Verde,0.3669,0.5421,0.0002,0.5,2
CANAA,MG,-20.703395685,-42.66819542,Biomassa,0.2919,0.5421,0.0002,0.25,3
CANAA,MG,-20.703395685,-42.66819542,Eolica,0.2834,0.3334,0.0002,0.5,4
CANAA,MG,-20.703395685,-42.66819542,Biometano,0.2084,0.3333,0.0002,0.25,5
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Biomassa,0.2923,0.543,0.0003,0.25,1
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Solar,0.2838,0.3343,0.0003,0.5,2
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Eolica,0.2838,0.3343,0.0003,0.5,2
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,H2 Verde,0.234,0.2097,0.0003,0.5,3
CANAPOLIS,MG,-18.825772296666667,-49.210391146666666,Biometano,0.2084,0.3333,0.0003,0.25,4
CANARANA,MT,-13.164539000000001,-52.455583335,Solar,0.246,0.3964,0.1251,0.1663,1
CANARANA,MT,-13.164539000000001,-52.455583335,H2 Verde,0.2318,0.361,0.1251,0.1663,2
CANARANA,MT,-13.164539000000001,-52.455583335,Biomassa,0.1488,0.0907,0.1251,0.25,3
CANARANA,MT,-13.164539000000001,-52.455583335,Biometano,0.1378,0.0631,0.1251,0.25,4
CANARANA,MT,-13.164539000000001,-52.455583335,Eolica,0.113,0.0638,0.1251,0.1663,5
CANDEIAS,MG,-20.67982119,-45.3636267,Solar,0.4167,0.6667,0.0001,0.5,1
CANDEIAS,MG,-20.67982119,-45.3636267,H2 Verde,0.3669,0.5421,0.0001,0.5,2
CANDEIAS,MG,-20.67982119,-45.3636267,Biomassa,0.2919,0.5421,0.0001,0.25,3
CANDEIAS,MG,-20.67982119,-45.3636267,Eolica,0.2834,0.3334,0.0001,0.5,4
CANDEIAS,BA,-12.726236974999999,-38.482003915,Biomassa,0.2264,0.3781,0.0004,0.25,5
CANDEIAS,BA,-12.726236974999999,-38.482003915,Solar,0.2127,0.2189,0.0004,0.4168,6
CANDEIAS,BA,-12.726236974999999,-38.482003915,Eolica,0.2127,0.2189,0.0004,0.4168,6
